-3.509,0.147,1.175,0.096,0.594,-0.476,0.374,-0.006,0.023,0.001,0.026,0.058,0.164,-0.160,0.240,-0.244,0.142,-0.167,0.106,-0.054,0.106,-0.071,0.057,-0.081,-0.039,-0.009,0.014
-3.190,0.892,1.111,-0.564,0.900,-0.917,1.030,-0.228,0.005,0.012,0.062,-0.213,-0.406,0.325,-0.299,0.193,-0.024,-0.065,0.058,-0.036,0.088,-0.081,0.062,0.022,0.080,0.110,-0.040
-2.586,0.460,1.596,-0.569,0.732,-0.616,0.531,-0.153,0.058,0.184,-0.159,-0.266,-0.359,0.229,-0.250,0.293,-0.251,0.336,-0.225,0.065,-0.089,0.041,0.105,-0.174,-0.090,-0.065,0.047
-3.529,0.427,1.446,-0.415,1.190,-0.992,0.753,-0.111,0.168,-0.227,0.258,0.133,0.039,0.011,0.046,-0.035,-0.107,0.272,-0.297,0.143,-0.154,0.078,-0.179,0.363,0.298,0.130,0.023
-3.398,0.904,1.044,-0.452,0.868,-0.670,0.552,-0.228,0.375,-0.324,0.165,-0.023,-0.146,0.251,-0.355,0.232,-0.039,-0.052,0.047,0.019,-0.100,0.111,-0.062,-0.069,-0.160,-0.068,-0.088
-3.076,0.179,1.142,-0.106,0.452,-0.207,0.170,0.001,-0.072,0.194,-0.126,-0.222,-0.366,0.257,-0.023,-0.043,-0.018,-0.043,0.244,-0.185,0.110,0.101,-0.026,-0.188,-0.126,0.037,0.018
-1.451,-0.836,-0.056,0.190,-0.552,1.065,-1.459,0.513,-0.131,-0.117,0.231,0.528,0.564,-0.210,-0.028,-0.036,0.083,-0.045,-0.149,0.131,-0.107,-0.054,0.133,-0.015,0.238,0.261,-0.058
-3.803,1.566,1.022,-0.412,0.763,-0.666,0.648,-0.349,0.520,-0.653,0.606,0.569,0.520,-0.302,0.095,0.095,-0.220,0.299,-0.273,0.171,-0.277,0.194,-0.191,0.138,0.052,0.060,-0.054
-3.438,0.223,1.366,-0.163,0.830,-0.564,0.320,-0.041,0.259,-0.329,0.218,0.018,-0.034,0.061,-0.021,-0.027,0.044,-0.097,0.141,-0.128,0.275,-0.217,0.180,-0.176,-0.051,0.032,-0.033
-3.109,-0.127,1.713,-0.137,0.543,-0.297,0.496,-0.241,-0.076,0.308,0.051,0.084,-0.255,0.332,-0.108,-0.006,-0.119,0.237,-0.050,-0.076,0.113,-0.005,-0.053,0.046,0.011,0.017,-0.005
-2.814,0.699,3.099,0.376,-0.643,-0.385,1.117,0.859,-1.083,-0.578,0.392,-0.607,0.354,-0.815,-0.042,0.245,0.119,-0.061,-0.496,0.268,-0.015,0.004,-0.215,0.088,-0.085,0.201,-0.156
0.428,-2.968,-1.580,0.433,-0.705,0.119,0.366,0.073,-0.530,0.501,-0.382,-0.436,-0.171,-0.118,-0.021,0.207,-0.066,0.023,-0.045,0.026,0.129,-0.206,0.120,-0.003,0.052,0.087,-0.039
-2.308,-1.165,0.833,0.482,-0.204,0.310,-0.192,0.238,-0.465,0.593,-0.429,-0.383,-0.307,0.109,0.116,-0.182,0.087,-0.056,0.056,-0.033,-0.042,0.147,-0.065,-0.054,0.023,0.021,0.102
-0.607,2.608,-2.676,-1.879,0.686,-0.803,-0.016,0.976,-1.268,0.307,0.642,0.860,0.149,0.435,-0.590,-0.073,0.499,-0.603,-0.117,0.357,-0.526,0.114,0.291,-0.281,0.182,0.251,-0.050
-3.540,2.951,-0.087,-0.883,0.619,-0.727,0.918,-0.558,0.656,-0.665,0.443,0.227,-0.009,0.207,-0.552,0.620,-0.450,0.479,-0.347,0.152,-0.174,0.077,-0.023,-0.140,-0.173,-0.214,0.096
-2.336,-0.991,2.562,-0.660,0.926,-0.047,-0.094,-0.409,0.399,0.156,-0.056,0.348,0.358,-0.015,0.063,-0.270,0.039,0.420,-0.748,0.424,-0.268,-0.146,0.151,0.145,0.209,0.040,-0.113
-0.395,2.863,-0.199,-2.704,0.540,0.891,-1.645,-0.363,1.249,-0.464,-0.878,-0.393,0.782,-0.925,0.239,0.267,-0.076,-0.340,0.318,-0.009,-0.235,0.126,0.155,-0.129,0.224,0.146,-0.031
-2.158,0.389,2.025,-0.455,0.063,0.082,0.294,-0.216,-0.358,0.533,0.020,-0.138,-0.281,-0.040,-0.149,0.237,-0.014,-0.042,0.051,-0.042,-0.071,0.067,0.132,-0.137,-0.182,-0.427,0.124
-1.478,-1.042,2.398,-0.729,0.778,0.264,-1.432,0.655,0.230,-0.161,-0.430,-0.443,-0.032,-0.116,-0.058,0.308,-0.236,0.176,0.075,-0.166,0.249,-0.032,-0.047,-0.175,-0.267,-0.005,-0.054
-0.159,-1.944,-1.361,0.689,-1.201,0.518,0.184,-0.335,0.120,0.236,-0.421,-0.540,-0.534,-0.030,0.470,-0.161,-0.084,0.073,0.020,0.031,-0.169,0.168,-0.020,-0.045,0.078,-0.033,0.051
-2.628,-0.033,0.811,0.320,-0.211,0.430,-0.799,0.864,-0.965,0.820,-0.533,-0.296,-0.075,-0.165,0.336,-0.199,0.009,-0.032,0.002,0.074,-0.195,0.125,-0.015,-0.037,0.010,-0.050,0.018
-2.215,-0.474,0.728,0.080,-0.006,0.350,-0.725,0.842,-1.042,0.877,-0.510,-0.351,-0.203,-0.037,0.177,-0.130,0.075,-0.141,0.072,0.020,-0.043,-0.019,0.086,-0.054,0.007,0.143,-0.143
-2.596,-0.143,1.202,0.028,0.251,-0.078,-0.140,0.265,-0.417,0.794,-0.624,-0.456,-0.492,0.413,-0.203,-0.138,0.206,-0.133,0.024,-0.065,0.155,-0.025,-0.094,0.026,-0.127,-0.067,0.056
-0.123,2.778,0.662,-1.038,-1.530,0.313,1.500,-0.398,-1.172,-0.014,1.185,-0.189,-0.875,-0.453,0.529,0.581,-0.507,-0.327,0.491,0.190,-0.409,-0.252,0.391,0.226,0.340,-0.167,-0.041
-1.945,-0.894,1.756,0.045,0.142,-0.038,-0.024,0.154,-0.267,0.372,-0.241,-0.310,-0.366,0.356,-0.310,0.135,-0.007,-0.063,0.104,-0.035,0.037,-0.049,0.023,0.032,-0.005,-0.041,0.032
-0.273,3.938,-0.241,-2.194,-0.973,1.679,-0.791,-1.229,0.480,0.987,-0.666,0.732,0.590,0.505,-0.630,-0.426,0.473,-0.072,-0.475,0.152,0.186,-0.141,-0.158,0.148,-0.082,-0.005,-0.124
-0.210,3.935,0.254,-1.516,-1.928,1.606,0.581,-1.182,-0.788,1.032,0.576,0.818,-0.579,0.517,0.369,-0.307,-0.310,0.342,0.262,-0.352,0.082,0.289,-0.061,-0.137,0.080,0.157,0.035
-0.837,-1.171,3.475,0.133,-0.608,0.315,0.359,-0.273,-0.100,-0.237,0.385,-0.141,-0.131,0.233,-0.511,0.447,-0.237,0.255,-0.448,0.324,-0.123,-0.087,-0.126,0.080,-0.277,0.022,-0.149
-0.189,3.639,0.343,-1.838,-1.412,1.456,0.111,-1.148,-0.363,1.189,0.205,0.960,-0.325,0.790,-0.011,-0.578,-0.016,0.422,-0.016,-0.313,0.265,0.235,-0.264,-0.098,-0.134,0.162,-0.032
-2.878,-0.650,1.424,0.131,0.477,-0.252,0.021,0.244,-0.189,0.374,-0.476,-0.439,-0.298,0.235,-0.156,0.061,-0.011,-0.012,0.050,-0.035,0.045,0.020,-0.026,-0.077,-0.112,-0.178,0.129
-1.765,-1.262,0.579,0.374,-0.230,0.397,-0.629,0.419,-0.359,0.443,-0.324,-0.199,-0.225,0.235,-0.084,-0.232,0.334,-0.334,0.054,0.072,-0.226,0.217,-0.114,0.065,0.025,0.062,-0.053
0.318,2.650,-0.622,-2.121,-0.238,0.981,-1.197,-0.639,1.060,-0.152,-0.905,-0.402,0.742,-0.617,-0.496,0.525,0.203,-0.606,0.071,0.244,-0.345,-0.079,0.281,0.066,0.335,-0.115,0.095
-0.204,1.651,-3.041,-1.505,0.443,-1.053,0.958,0.226,-0.978,0.940,-0.267,0.504,0.646,-0.350,-0.194,0.446,-0.132,-0.290,0.440,-0.170,0.027,0.156,-0.232,0.067,-0.130,-0.015,-0.090
-1.741,-1.882,0.966,0.188,0.466,-0.662,0.785,-0.391,0.294,0.091,-0.083,-0.219,-0.358,0.269,-0.254,0.251,-0.145,0.191,-0.030,-0.029,-0.083,0.181,-0.173,0.057,-0.148,-0.156,0.087
-1.254,-1.427,-0.415,0.599,-0.813,0.858,-0.884,0.277,-0.002,-0.328,0.496,0.420,0.042,0.151,-0.105,0.054,-0.080,0.158,-0.084,-0.018,0.070,0.035,-0.191,0.104,-0.001,-0.091,0.138
-3.620,2.613,0.188,-0.797,0.711,-0.758,0.881,-0.403,0.421,-0.295,0.053,-0.221,-0.452,0.512,-0.668,0.514,-0.224,0.142,-0.034,-0.057,0.208,-0.206,0.231,-0.298,-0.165,-0.141,0.053
-3.514,2.872,-0.066,-0.879,0.637,-0.745,0.939,-0.591,0.712,-0.741,0.516,0.284,0.031,0.177,-0.504,0.569,-0.423,0.459,-0.345,0.160,-0.209,0.116,-0.079,-0.059,-0.121,-0.177,0.085
-3.387,3.098,-0.377,-0.899,0.484,-0.634,0.851,-0.594,0.740,-0.838,0.623,0.437,0.207,0.033,-0.420,0.571,-0.487,0.559,-0.449,0.238,-0.366,0.242,-0.202,0.034,-0.107,-0.217,0.121
-1.684,0.096,1.572,-1.120,0.893,-0.338,-0.100,0.251,-0.262,0.452,-0.577,-0.601,-0.459,0.172,0.115,-0.175,0.046,-0.039,0.141,-0.112,0.003,0.168,-0.139,0.005,-0.066,0.105,-0.030
-3.275,0.686,1.113,-0.420,0.814,-0.624,0.590,-0.235,0.246,-0.138,0.109,-0.011,-0.163,0.239,-0.349,0.381,-0.296,0.312,-0.144,0.025,-0.041,0.040,0.017,-0.069,0.001,-0.003,0.064
-3.414,-0.164,1.365,0.314,0.277,-0.016,-0.106,0.281,-0.378,0.544,-0.440,-0.340,-0.252,0.186,-0.083,-0.041,0.061,-0.073,0.013,0.029,-0.086,0.082,-0.008,-0.081,-0.111,-0.012,-0.064
-1.077,-2.572,0.827,0.078,0.280,0.083,-0.406,0.305,-0.081,-0.218,0.233,-0.105,-0.176,-0.022,0.048,0.191,-0.161,0.014,0.307,-0.252,0.260,-0.066,0.152,-0.288,-0.097,0.376,-0.168
-1.505,-2.001,1.340,0.355,-0.199,0.119,0.217,0.064,-0.217,0.009,0.067,-0.064,0.202,-0.163,-0.176,0.073,0.275,-0.420,0.207,-0.109,0.249,-0.120,0.046,0.052,0.204,0.309,-0.093
0.523,-1.731,0.093,-0.179,-0.861,0.850,-0.984,0.854,-0.756,-0.266,0.611,0.461,0.479,-0.326,0.111,-0.190,0.265,-0.277,0.080,-0.057,0.191,-0.121,0.024,-0.153,-0.198,-0.031,-0.031
-3.503,0.334,1.377,-0.123,0.695,-0.499,0.536,-0.446,0.627,-0.473,0.320,0.360,0.452,-0.197,-0.053,0.070,0.013,-0.052,-0.075,0.082,-0.003,-0.099,0.069,-0.047,-0.063,-0.353,0.224
-1.827,-2.110,0.760,0.057,0.705,-0.476,0.220,-0.192,0.467,-0.420,0.209,0.299,0.734,-0.772,0.716,-0.281,0.005,-0.074,0.304,-0.269,0.478,-0.333,0.233,-0.217,-0.054,0.082,-0.078
-2.750,-0.884,1.771,-0.101,0.704,-0.366,0.279,0.035,-0.319,0.507,-0.108,0.256,0.398,-0.298,0.213,0.034,-0.185,0.195,0.008,-0.066,0.115,-0.042,-0.076,0.124,0.061,0.014,0.007
-2.123,-1.126,1.585,-0.224,0.460,-0.192,0.493,-0.363,-0.187,0.655,-0.229,0.054,0.002,-0.133,0.751,-0.830,0.235,0.113,-0.186,0.010,0.158,-0.185,0.300,-0.477,-0.303,-0.127,0.053
-1.280,-0.729,2.232,-0.602,-0.179,0.106,1.294,-1.029,0.008,-0.314,1.432,0.675,-0.605,0.339,0.063,0.243,-0.269,-0.056,0.436,-0.142,-0.121,0.142,-0.009,0.023,0.002,-0.042,-0.054
0.495,-2.437,-1.400,-0.125,-0.465,0.192,0.484,-0.854,0.642,-0.477,0.497,0.394,0.271,-0.453,0.798,-0.546,0.154,-0.140,0.199,-0.073,0.073,-0.126,0.171,-0.161,-0.105,-0.130,-0.037
-1.750,-1.515,0.937,0.136,0.246,-0.504,0.686,-0.115,0.229,-0.747,0.631,0.123,0.189,-0.368,0.510,-0.410,0.174,-0.062,-0.010,-0.064,0.287,-0.280,0.237,-0.250,-0.107,0.025,-0.055
-3.625,0.473,1.209,-0.121,0.788,-0.742,0.831,-0.436,0.512,-0.436,0.354,0.292,0.275,-0.117,-0.041,0.162,-0.186,0.214,-0.128,0.050,-0.048,0.022,-0.033,0.010,0.003,0.070,-0.082
-2.653,-0.664,1.569,-0.416,1.049,-0.541,0.131,-0.146,0.384,-0.125,-0.195,0.157,0.967,-1.134,1.083,-0.561,0.145,-0.213,0.143,0.066,-0.353,0.333,-0.268,0.340,0.331,0.395,-0.191
-3.058,0.312,1.522,-0.535,0.930,-0.357,-0.076,-0.011,0.398,-0.393,0.170,0.087,0.115,0.080,-0.432,0.477,-0.238,0.200,-0.228,0.170,-0.208,0.017,0.174,-0.198,0.044,0.060,0.040
-3.073,-0.550,1.701,-0.366,1.304,-0.913,0.373,0.185,-0.059,-0.127,0.297,0.326,0.352,-0.225,0.208,-0.127,0.022,-0.004,0.020,-0.020,0.065,-0.059,0.024,0.032,0.098,0.190,-0.111
-3.380,1.312,0.438,-0.427,0.681,-0.821,1.132,-0.779,0.855,-0.732,0.501,0.383,0.336,-0.199,0.053,0.103,-0.217,0.317,-0.293,0.182,-0.324,0.243,-0.234,0.208,0.094,0.099,-0.067
0.954,1.635,-0.188,-3.029,1.284,-0.077,-1.756,0.861,0.297,-0.880,0.133,-0.431,-0.421,-0.069,0.342,-0.288,0.063,0.149,-0.273,0.074,0.072,-0.146,0.003,0.059,0.007,-0.026,-0.023
-2.113,-0.513,0.864,0.560,-0.763,0.809,-0.667,0.564,-1.009,0.765,0.017,0.155,-0.107,-0.112,0.433,-0.187,-0.181,0.186,0.081,-0.020,-0.240,0.226,-0.053,0.036,0.134,0.076,0.013
1.508,-0.305,-3.840,-1.352,0.073,-0.788,1.097,-0.559,-0.004,0.342,-0.243,-0.090,-0.155,0.055,-0.044,-0.046,0.081,0.018,-0.139,0.110,-0.186,0.073,0.080,-0.148,-0.021,0.069,-0.049
-2.859,-1.049,0.739,0.686,-0.050,0.227,-0.447,0.455,-0.365,0.289,-0.196,-0.112,0.021,-0.025,-0.031,0.065,-0.020,-0.064,0.089,0.022,-0.220,0.293,-0.340,0.193,-0.139,-0.192,0.007
-0.783,1.774,2.662,-0.658,-1.490,0.700,1.373,-0.722,-1.192,0.593,0.982,-0.040,-1.137,0.002,0.755,0.061,-0.380,-0.237,0.485,0.082,-0.415,0.229,0.053,0.037,0.341,0.095,0.038
-1.839,-0.075,1.666,-0.672,0.434,-0.245,0.361,-0.138,-0.135,0.268,0.096,0.052,-0.365,0.368,-0.361,0.409,-0.219,0.174,-0.155,0.066,0.052,-0.082,0.158,-0.281,-0.090,0.032,0.028
-2.616,-1.681,1.132,0.852,-0.254,0.466,-0.510,0.338,-0.276,0.089,0.156,0.166,0.146,-0.118,0.068,0.081,-0.095,0.031,0.052,-0.019,0.048,-0.082,0.092,-0.024,0.083,0.005,0.035
-0.659,-3.487,-0.897,1.005,-0.606,0.324,0.034,-0.237,0.164,0.017,0.028,0.194,0.309,-0.228,0.232,-0.192,0.116,-0.037,-0.116,0.147,-0.197,0.037,0.155,-0.198,0.047,0.119,0.029
-3.341,-0.486,1.711,0.320,0.362,-0.066,-0.124,0.371,-0.437,0.451,-0.252,-0.177,-0.155,0.174,-0.150,0.090,-0.094,0.181,-0.164,0.059,-0.015,-0.019,0.089,-0.204,-0.148,0.040,-0.068
-3.326,0.106,1.405,-0.057,0.619,-0.499,0.554,-0.082,-0.095,0.279,-0.218,-0.221,-0.162,0.103,-0.076,0.045,-0.017,0.007,-0.007,-0.007,0.036,-0.027,0.037,-0.076,-0.080,0.136,-0.150
-3.015,1.236,1.355,-0.673,0.627,-0.430,0.562,-0.350,0.193,0.162,-0.201,-0.270,-0.403,0.403,-0.405,0.232,-0.074,0.030,0.018,-0.045,0.144,-0.166,0.148,-0.055,0.010,-0.041,0.011
