35900000300217679,7.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99
35900000300217681,1.0,0.0,0.83,0.0,0.0,0.0,0.17,0.0,0.0
35900000300217688,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900000300217690,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900100300212910,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900100300212911,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900100300212912,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900100300212913,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900100300212919,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900100300212964,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300217988,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300217989,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300217990,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300218021,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300218022,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300218023,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900200300218024,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35900200300218049,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300218050,3.0,0.0,0.0,0.0,0.68,0.0,0.32,0.0,0.0
35900200300218056,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300218057,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300218058,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300218059,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300218060,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300218061,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300218062,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300218065,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900200300218066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212871,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212872,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212873,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900300300212901,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212902,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212903,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212904,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212908,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35900300300212910,1.0,0.0,0.99,0.0,0.01,0.0,0.0,0.0,0.0
35900300300212911,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212912,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212916,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212919,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212920,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212921,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212922,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212925,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212929,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212930,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900300300212936,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212696,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212745,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212746,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212747,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212762,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212763,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212764,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212765,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212770,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212771,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212773,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35900500300212777,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212778,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212779,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212780,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35900500300212782,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212786,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212787,1.0,0.0,0.97,0.0,0.0,0.0,0.03,0.0,0.0
35900500300212788,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212789,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212790,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212791,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212792,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212796,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35900500300212797,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212804,6.0,0.0,0.0,0.0,0.04,0.0,0.0,0.96,0.0
35900500300212805,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212806,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212807,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212808,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212809,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212810,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212811,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212813,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35900500300212814,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35900500300212815,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35900500300212816,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900500300212817,3.0,0.0,0.0,0.21,0.79,0.0,0.0,0.0,0.0
35900500300212818,2.0,0.0,0.11,0.58,0.31,0.0,0.0,0.0,0.0
35900500300212819,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212820,5.0,0.0,0.04,0.0,0.0,0.0,0.96,0.0,0.0
35900500300212825,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212826,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212827,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212829,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212831,1.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0
35900500300212833,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212834,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212837,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212840,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212845,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212853,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212854,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900500300212861,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900600300573238,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900600300573298,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900600300573299,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900600300573300,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900600300573325,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35900600300573326,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35900600300573327,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35900600300573328,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
